Tweet;Classfy
@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar mohon agar DENGAN SEGERA diperbaiki sebelum terjadi kecelakaan lalu lintas,,,vital;NotKR
"@ridwankamil @PemumBdg Mari kita hindari pendirian bangunan utk kepentingan pribadi pada lahan terlantar&amp;fasos fasum https://t.co/rb4zr4UvDt";NotKR
@diskamtam pagi, mau tanya untuk biaya pemasangan baliho biasanya berapa ya? Nuhun;NotKR
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;NotKR
"RT @kecamatan_andir: Rakor tata kelola pasar ciroyom antara Camat,Lurah,koramil,polsek&amp;pengelola pasar. Cc @ridwankamil @nofidiekaputera ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
Kalo lagi makan eskrim trus inget mantan sama pacar baru nya.sakit bro @infobandung @infobdg @ridwankamil @ganegani https://t.co/11br8nicsK;NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
RT @Kec_Sukajadi: Pemberian bantuan utk lansia jompo rw 03  kel cipedes terima kasih @Dinsos_BDG cc @ridwankamil @DiskominfoBdg https://t.c…;NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
Smg bisa terus terjaga PKL dpn SD Uber tdk berjualan lg di dpn SD @ridwankamil @DiskominfoBdg @Satpolppbdg @PemumBdg https://t.co/XVj1zbXwyM;NotKR
Pak @ridwankamil mohon harga tanah di Bandung dikendalikan biar ttp terjangkau, mungkin bs dg mengendalikan bisnis developer besar;NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
RT @KCigending: Smg bisa terus terjaga PKL dpn SD Uber tdk berjualan lg di dpn SD @ridwankamil @DiskominfoBdg @Satpolppbdg @PemumBdg https:…;NotKR
@pdamtirtawening nuhun air sudah mulai mengalir di jl kampus v bbk sari,kircon. saran jika ada penggiliran, mohon di infokan kpd pelanggan.;NotKR
@Satpolppbdg @ridwankamil prempatan braga belok kiri sebelum jembatan viaduct yg banyak jual velg mobil;NotKR
@IWGinting @relawan_bdg @dishub_kotabdg @ridwankamil @infobdg seharusnya LLAJ punya modul cadangan untuk penggantian. Jgn smp ada korban dl;NotKR
@Satpolppbdg nama jln saya kurang paham, sebelum hotel kedaton pak bukan toko, pokoknya dari braga ke kiri sebelum viaduct;NotKR
@Satpolppbdg @batheig sebelah mana pohon kersen? Deket tiang listrik? Yang ada burung perkutut, cat hijau? Depannya belok kiri?;NotKR
@ridwankamil @dbmpkotabdg hatur nuhun jalan gumuruh yang amblas sudah diperbaiki;NotKR
Penertiban PKL Tegallega, Jl. Otista @infobdg @PRFMnews @mazNOT @Satpolppbdg https://t.co/VmBJQIdDCf;NotKR
RT @SihungBobotoh: Penertiban PKL Tegallega, Jl. Otista @infobdg @PRFMnews @mazNOT @Satpolppbdg https://t.co/VmBJQIdDCf;NotKR
Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;NotKR
RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;NotKR
RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;NotKR
@infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega;NotKR
Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg… https://t.co/Me352SdgzP #infobdg https://t.co/6cMlvO6b6R;NotKR
RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;NotKR
RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;NotKR
RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;NotKR
RT @Satpolppbdg: Penertiban pkl di jl.Otista Tegalega hr ini Sabtu 16/1/2016 cc @ridwankamil @PemkotBandung @DiskominfoBdg @OdedMD https://…;NotKR
RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;NotKR
@IWGinting @andriprim @ridwankamil @PRFMnews tolong plz banget kalo weekend lbh sering pak jd ga bikin tambah macet;NotKR
RT @Satpolppbdg: Penertiban pkl di jl.Otista Tegalega hr ini Sabtu 16/1/2016 cc @ridwankamil @PemkotBandung @DiskominfoBdg @OdedMD https://…;NotKR
Assalamualaikum pak @ridwankamil mohon dibantu pak kami di Sukabumi berniat membangun saung buku untuk tempat belajar selain disekolah.;NotKR
RT @infobdg: Via @SihungBobotoh : Penertiban PKL Tegallega, Jl. Otista @Satpolppbdg https://t.co/qfK0ppn2Ad;NotKR
RT @Satpolppbdg: Penertiban pkl di jl.Otista Tegalega hr ini Sabtu 16/1/2016 cc @ridwankamil @PemkotBandung @DiskominfoBdg @OdedMD https://…;NotKR
RT @Satpolppbdg: Penertiban pkl di jl.Otista Tegalega hr ini Sabtu 16/1/2016 cc @ridwankamil @PemkotBandung @DiskominfoBdg @OdedMD https://…;NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"RT @aksirelawanbdg: Weekend Tiba.. ?? Yuk kita jaga Kebersihan,Ketertiban,&amp;Fasilitas Umum  p'@ridwankamil @Satpolppbdg @infobdg @PRFMnews ht…";NotKR
"@PRFMnews @ridwankamil @DiskominfoBdg  yng membayar pajak izin &amp; ikut aturan &amp; berkerja keras cari utk nafka halal &amp; resmi tdk di hargain.";NotKR
@batheig sosialisasi ttg parkir di jl. Suniaraja cc   @ridwankamil @dishub_kotabdg @DiskominfoBdg @infobdg https://t.co/DDryLEfcMV;NotKR
RT @Satpolppbdg: @batheig sosialisasi ttg parkir di jl. Suniaraja cc   @ridwankamil @dishub_kotabdg @DiskominfoBdg @infobdg https://t.co/DD…;NotKR
RT @achmadsoleh1202: @ridwankamil @dbmpkotabdg @ErnySetiawati @DiskominfoBdg #siagabanjir Bubat dsk hujan bka pintu air Bendung CURUG ECE h…;NotKR
RT @achmadsoleh1202: @ridwankamil @dbmpkotabdg @ErnySetiawati @DiskominfoBdg #siagabanjir Bubat dsk hujan bka pintu air Bendung CURUG ECE h…;NotKR
RT @Satpolppbdg: @batheig sosialisasi ttg parkir di jl. Suniaraja cc   @ridwankamil @dishub_kotabdg @DiskominfoBdg @infobdg https://t.co/DD…;NotKR
RT @achmadsoleh1202: @ridwankamil @dbmpkotabdg @ErnySetiawati @DiskominfoBdg #siagabanjir Bubat dsk hujan bka pintu air Bendung CURUG ECE h…;NotKR
RT @Satpolppbdg: @batheig sosialisasi ttg parkir di jl. Suniaraja cc   @ridwankamil @dishub_kotabdg @DiskominfoBdg @infobdg https://t.co/DD…;NotKR
RT @Satpolppbdg: @batheig sosialisasi ttg parkir di jl. Suniaraja cc   @ridwankamil @dishub_kotabdg @DiskominfoBdg @infobdg https://t.co/DD…;NotKR
RT @mazNOT: kalo parkir itu bagian @dishub_kotabdg. ada masalah di taman-nya baru @diskamtam:) RT @MRKFans @ensetya @ridwankamil https://t.…;NotKR
RT @achmadsoleh1202: @ridwankamil @dbmpkotabdg @ErnySetiawati @DiskominfoBdg #siagabanjir Bubat dsk hujan bka pintu air Bendung CURUG ECE h…;NotKR
Kalau bikin pedestrian, jangan biarkan pekerja2 mengurangi pemakaian semennya. cc: @ridwankamil @infobandung https://t.co/lGwOBaz7fj;NotKR
RT @MartinChen888: Kalau bikin pedestrian, jangan biarkan pekerja2 mengurangi pemakaian semennya. cc: @ridwankamil @infobandung https://t.c…;NotKR
@dbmpkotabdg @se_bdg @diskamtam Sepertinya bukan. Itu endapan sedimen setelah genangan air surut bagi yg sering lewat lokasi tsb pasti tahu.;NotKR
RT @achmadsoleh1202: @ridwankamil @dbmpkotabdg @ErnySetiawati @DiskominfoBdg #siagabanjir Bubat dsk hujan bka pintu air Bendung CURUG ECE h…;NotKR
RT @achmadsoleh1202: @ridwankamil @dbmpkotabdg @ErnySetiawati @DiskominfoBdg #siagabanjir Bubat dsk hujan bka pintu air Bendung CURUG ECE h…;NotKR
duka, mang.. da abi mah teu naksi.. abi mah ngan saukur ngabeca weh.. *sakitu ge tos hepi, mang  https://t.co/WcJ9lvyoM4;NotKR
RT @aksirelawanbdg: duka, mang.. da abi mah teu naksi.. abi mah ngan saukur ngabeca weh.. *sakitu ge tos hepi, mang  https://t.co/WcJ9lvyoM4;NotKR
PKL jl Sukajadi libur berjualan hari minggu @ridwankamil @OdedMD @Satpolppbdg @bplh_kotabdg  @infokoperindag https://t.co/d8pBZAqV7w;NotKR
RT @Kec_Sukajadi: PKL jl Sukajadi libur berjualan hari minggu @ridwankamil @OdedMD @Satpolppbdg @bplh_kotabdg  @infokoperindag https://t.co…;NotKR
@dbmpkotabdg @distarcipBDG @kelurahankopo @KecBojongloakal @ridwankamil Penanggulangan awal Jebolnya kali citepus https://t.co/lFBUErVeAN;NotKR
RT @Kec_Sukajadi: PKL jl Sukajadi libur berjualan hari minggu @ridwankamil @OdedMD @Satpolppbdg @bplh_kotabdg  @infokoperindag https://t.co…;NotKR
RT @Kec_Sukajadi: PKL jl Sukajadi libur berjualan hari minggu @ridwankamil @OdedMD @Satpolppbdg @bplh_kotabdg  @infokoperindag https://t.co…;NotKR
@dbmpkotabdg @distarcipBDG @kelurahankopo @KecBojongloakal @ridwankamil Pos kamling terpaksa di bongkar dem keamanan https://t.co/ISE0IcgTb6;NotKR
RT @soowooBDG: @dbmpkotabdg @se_bdg @diskamtam Sepertinya bukan. Itu endapan sedimen setelah genangan air surut bagi yg sering lewat lokasi…;NotKR
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;NotKR
@dbmpkotabdg @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg jl sukahaji kel. Sukarasa kinten iraha pa ? ntos 4 x lapor. Nhn;NotKR
RT @Kel_CipadungKln: Syukuran warga rt 4 rw 4 cpdkln pemakaian air bersih untuk warga dari pippk 2015 @ridwankamil @PemumBdg @uum1969 https…;NotKR
@Satpolppbdg @ridwankamil jln terusan pasir koja,  itu makan badan jalan;NotKR
RT @Kec_Sukajadi: PKL jl Sukajadi libur berjualan hari minggu @ridwankamil @OdedMD @Satpolppbdg @bplh_kotabdg  @infokoperindag https://t.co…;NotKR
@WOWFAKTA: Berdasarkan provinsi;NotKR
Hharapan saya pilkada DKI kalau bisa 2 calon Ahok VS @ridwankamil  maka pertempuran semakin asyik. #PilkadaDKI  https://t.co/So1jxp81Ab;NotKR
Kang @ridwankamil jalan yg di pk truk bw tanah urugan teh bkn jalan umum tp bekas sawah yg di urug tanah dn di jd kan jalan dadakan kang;NotKR
disebut #AlayAbabil gak mau.. tapi kelakuannya ngeliatin. #masalahmental RT @PRFMnews @SiscaElin @ridwankamil https://t.co/sVndjsXZbM;NotKR
RT @mazNOT: disebut #AlayAbabil gak mau.. tapi kelakuannya ngeliatin. #masalahmental RT @PRFMnews @SiscaElin @ridwankamil https://t.co/sVnd…;NotKR
RT @mazNOT: disebut #AlayAbabil gak mau.. tapi kelakuannya ngeliatin. #masalahmental RT @PRFMnews @SiscaElin @ridwankamil https://t.co/sVnd…;NotKR
Usul @ridwankamil @dishub_kotabdg bikin shuttle  Cikapayang - Biofarma naik turun Paspati, utk lengkapi angkot di kedua sisi Cikapundung.;NotKR
RT @mazNOT: disebut #AlayAbabil gak mau.. tapi kelakuannya ngeliatin. #masalahmental RT @PRFMnews @SiscaElin @ridwankamil https://t.co/sVnd…;NotKR
RT @mazNOT: disebut #AlayAbabil gak mau.. tapi kelakuannya ngeliatin. #masalahmental RT @PRFMnews @SiscaElin @ridwankamil https://t.co/sVnd…;NotKR
RT @mazNOT: disebut #AlayAbabil gak mau.. tapi kelakuannya ngeliatin. #masalahmental RT @PRFMnews @SiscaElin @ridwankamil https://t.co/sVnd…;NotKR
RT @soowooBDG: @dbmpkotabdg @se_bdg @diskamtam Sepertinya bukan. Itu endapan sedimen setelah genangan air surut bagi yg sering lewat lokasi…;NotKR
Mohon segera dibantu pak @Dinsos_BDG @Bandung_Dinkes  https://t.co/iAwTl9oye7;NotKR
@infobdg @reginaoktavm @Dinsos_BDG klo takut buat nolongin sendiri setidaknya minta dibantu sm polisi/security,kan byk security/polisi distu;NotKR
pmasalahan sosial bdg yg sulit diatasi yg aku tau: manusia silver,monyet,selfie me rusak,penumpang angkot merokok,buang sampah @Satpolppbdg;NotKR
@infobdg @reginaoktavm @Dinsos_BDG duh komen yg diatas pada so iye,coba klo anda di posisi yg upload photo,apakah anda2 akan turun membantu?;NotKR
@ridwankamil ,Mabruron Umrotan kang, smg barokah sareng ridho Allah menyertai perjalanan dugi ka bdg deui dina keadaan slmt sehat wal'afiat;NotKR
@pdamtirtawening min kalau pasang air pdam daerah coblong berapa....;NotKR
@hero_bandung @Satpolppbdg sok hayu..sy siap lah sekali seminggu di taman sungai cikapayang in sya Alloh;NotKR
RT @kangsodiq: @hero_bandung @Satpolppbdg sok hayu..sy siap lah sekali seminggu di taman sungai cikapayang in sya Alloh;NotKR
@diskamtam punten, kalau mau wawancara terkait taman2 tematik di Bdg saya bisa mrnghubungi siapa ya?;NotKR
RT @IzzatulYazid: Yuk datang ke  Bandung @infobdg jalan2 kunjungi kota yang asyik dan mulai lebih rapih dan bersih.. @ridwankamil https://t…;NotKR
@ridwankamil pa mohon bantuan ya ..sya ingin ikt program pinjam melati yg lwet bpr..tp g bs krna d rw daerah sy dpilh g bs tiap org bs..;NotKR
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;NotKR
@pdamtirtawening @ridwankamil @pikiran_rakyat utk apa ada tweeter PDAM ini kl gak bisa tanggap real time???;NotKR
@Dinsos_BDG @ridwankamil @FKTKSKBANDUNG @PRFMnews @infobdg mari peduli dg turun tangan bl ada yg perlu dibantu https://t.co/KZILkNMCBS;NotKR
@hadieoo @infobandung @ridwankamil petugas masih melakukan proses penanggulangannya.;NotKR
@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar sampai sekarang belum ada perubahan yg signifikan,jl lodaya https://t.co/pPnb38juFw;NotKR
mohon ditindaklanjuti pak @ridwankamil, ini sudah sejak dulu masih ada sampai sekarang https://t.co/QlsweaKrWV;NotKR
@pdamtirtawening @ridwankamil pd saat dftr online data2 sudah lengkap smua, bl blm lengkap khan tdk mungkin sy bs submit.;NotKR
saya pernah lapor tgl 4/1/2016 tp blm ada follow up nih Pa @Satpolppbdg @soowooBDG @ridwankamil @dbmpkotabdg @se_bdg https://t.co/n5roTg7Div;NotKR
RT @dudi_abi: saya pernah lapor tgl 4/1/2016 tp blm ada follow up nih Pa @Satpolppbdg @soowooBDG @ridwankamil @dbmpkotabdg @se_bdg https://…;NotKR
@Metro_TV @ridwankamil kalau kang Emil ke Jakarta, maka saya anggap hal tersebut sebagai pengkhianatan terhadap masy kota Bandung;NotKR
@pdamtirtawening @ridwankamil no.pelanggan : 00207550560;NotKR
@kel_sekejati @ridwankamil @kecamatanbubat @dbmpkotabdg, komp marghy raya barat blok L2A got blkg berdampingan dg sawah;NotKR
RT @Satpolppbdg: Penertiban pkl di jl.Otista Tegalega hr ini Sabtu 16/1/2016 cc @ridwankamil @PemkotBandung @DiskominfoBdg @OdedMD https://…;NotKR
@infokoperindag mau tanya,sy punya usaha kecil2an bikin kue,biasa daftar juga?cc:@ridwankamil @pricilianaray;NotKR
Pak apa mungkin dan memadai upami di tengah kota bandung dibuat jalur trem seperti di kota warsawa polandia yg padat penduduk? @ridwankamil;NotKR
Terus di jalan martanegara usia sepuh jualan te apal jualan na naon atos nganggo alat bantu kaki tapi jualan keneh pak @ridwankamil;NotKR
Pak apa mungkin dan memadai upami di tengah kota bandung dibuat jalur trem seperti di kota warsawa polandia? @ridwankamil;NotKR
@kel_sekejati @ridwankamil @kecamatanbubat @dbmpkotabdg mangga no rmh nya 80 kira2 jam brp ya bu biar tdk keluar sayanya;NotKR
@Satpolppbdg mohon ada pendataan dr satpol pp ke wil rw 09, kel. Cikawao- kec. Lengkong. Ditunggu kehadirannya..;NotKR
@dbmpkotabdg mohon segera dipasang kursi, masalhnya sekarang sdah banyak dipakai para pkl  Nhun;NotKR
@ridwankamil kang,saya boleh Kalau mau penelitian di pemerintah bandung bagian kebudayaan dan pariwisata bagaimana proses untuk penelitian'a;NotKR
@pdamtirtawening tanya : no planggan pdam (00A06600xxx) bdg kl bayar lewat ATM huruf A diganti apa ya? tks;NotKR
Kang @ridwankamil plis pisan inimah, jgn jd DKI , da urg bandung pada msh butuh leader, sebagai mana kang mus memimpin anak buahnya;NotKR
Jng biarkan Bdg dipenuhi reklame diduga ilegal @ridwankamil @Satpolppbdg @diskamtam agar ada budaya patuh n tertib. https://t.co/4BokFxiy3D;NotKR
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;NotKR
Mau nanya kalo tarif parkir motor resmi di pertokoan di bdg berapa @PRFMnews @PemkotBandung @dishub_kotabdg;NotKR
Pa @ridwankamil @OdedMD punten iyeu tos lami pisan, mohon bantuannya..sumber Tribun jabar 16/1/16 https://t.co/x7bzzDjvpy;NotKR
@harymulyadi @dbmpkotabdg @infobandung @ridwankamil @distarcipBDG @camat_arcamanik Smg cpt tersolusikan untuk kenyamanan,dan kesehatan warga;NotKR
@ridwankamil Ass. wr.wb. pak, saya dari murid SMKN 11 Bdg, ingin meminta tanda tangan bapak untuk memenuhi sebuah laporan. gimana ya pak?;NotKR
"RT @dbmpkotabdg: @harymulyadi @infobandung @ridwankamil mohon @distarcipBDG &amp; @camat_arcamanik membantu fasilitasi warga dgn pengembangnya.…";NotKR
Jl diponogoro jg bnyk RT @Satpolppbdg: Penertiban olh polpp wanita kpd pedagang bermobil di badan ... https://t.co/tf3W4NbRw3;NotKR
RT @dudi_abi: saya pernah lapor tgl 4/1/2016 tp blm ada follow up nih Pa @Satpolppbdg @soowooBDG @ridwankamil @dbmpkotabdg @se_bdg https://…;NotKR
RT @AdeCbx: @dbmpkotabdg @distarcipBDG @kelurahankopo @KecBojongloakal @ridwankamil Penanggulangan awal Jebolnya kali citepus https://t.co/…;NotKR
RT @AdeCbx: @dbmpkotabdg @distarcipBDG @kelurahankopo @KecBojongloakal @ridwankamil Pos kamling terpaksa di bongkar dem keamanan https://t.…;NotKR
@ridwankamil kang temen saya ada yang mau bikin TA tentang peraturan trotoar tunanetra di Bandung bisa ga kang?;NotKR
@infobdg @willy_wonkie @dishub_kotabdg #suaraBDG iya kang bahaya,di setiabudhi jg ada,di sbrang griya;NotKR
@ridwankamil pa emil mau tnya tntang KIS,, data di bpjs sdah meninggal tapi beliau masih hidup dan sedang di rawat.KISnya tdk bisa d gnakan;NotKR
@infobdg @willy_wonkie @dishub_kotabdg mungkin kalo udah ada yg celaka baru ditindak (?!);NotKR
RT @BDGcleanaction: Tidak semua sampah selalu berakhir di tempat pembuangan, sebelumnya #PilahSampah dulu. masih byk yg bisa manfaatkan htt…;NotKR
RT @KCigending: Smg bisa terus terjaga PKL dpn SD Uber tdk berjualan lg di dpn SD @ridwankamil @DiskominfoBdg @Satpolppbdg @PemumBdg https:…;NotKR
RT @KCigending: Smg bisa terus terjaga PKL dpn SD Uber tdk berjualan lg di dpn SD @ridwankamil @DiskominfoBdg @Satpolppbdg @PemumBdg https:…;NotKR
RT @BDGcleanaction: Tidak semua sampah selalu berakhir di tempat pembuangan, sebelumnya #PilahSampah dulu. masih byk yg bisa manfaatkan htt…;NotKR
@eka_harijanto @dbmpkotabdg @PRFMnews @KelTurangga @keclengkong Mohon diinformasikan alamat lengkap lokasi tsb (Nama Jalan, RT/RW, Kel/Kec);NotKR
RT @AdeCbx: @dbmpkotabdg @distarcipBDG @kelurahankopo @KecBojongloakal @ridwankamil Pos kamling terpaksa di bongkar dem keamanan https://t.…;NotKR
@ridwankamil kang, saya mau bikin komunitas anak difabel do bandung tapi bingung cari anak-anaknya. Ada saran ngga kang? Nuhun pisaan;NotKR
@ridwankamil Assalamualaikum pak walikota. sy mau tanya, kl mau melihat Laporan Keuangan Kota bandung secara Online dimana ya? Nuhun..;NotKR
@rendystones @diskamtam maksudnya msk ke dlm taman DS kang? boleh saja. yg tdk boleh itu dalam keadaan banyak orang naik sepeda ditrotoarnya;NotKR
@ridwankamil @OdedMD @PemumBdg @keclengkong pramusrenbang kelurahan paledang kecamatan lengkong tahun 2016 https://t.co/B7RKIFWYqq;NotKR
@pdamtirtawening data yang diperlukan apa saja pak?utk File Denah, File KTP, File PBB,File Rek. Listrik) sudah saya kirimkan sewaktu daftar;NotKR
"@MurniRosa @ridwankamil garis sketsanya masih dapet, ditambah begronnya seorang arsitek &amp; obyeknya pas: bangunan :)";NotKR
aku kira masalah ini ada di DINSOS,akan sia2 sering di razia jika mrk kembali ke jalan @PRFMnews @Satpolppbdg @IWGinting @mommynyaalana;NotKR
@dbmpkotabdg baik pak,trimksh atas atensinya, jln yang dimaksud selama ini perbaikan swadaya warga,semoga@dbmpkotabdg bisa responsif.tks;NotKR
"@PRFMnews @dishub_kotabdg berantas dl parkir liar, evaluasi tempat parkir dijln baru naikkan tarif sambil berjalan membangun gedung parkir.""";NotKR
@PRFMnews kurangi populasi kend,hipangkan parkir liar,kend publik benahi,tindak tegas angkot dll yg ga tertib  https://t.co/SNiZt2tN4v;NotKR
"bikin yg mahal, berantas parkir liar, tindak tagas yg parkir sembarangan &amp; benahi angkutan masal biar aman &amp; nyaman https://t.co/7s9cx29Zt9";NotKR
Giat bersih @KelurahanIsola jl Sern Badjuri @ridwankamil @OdedMD @PemumBdg @DiskominfoBdg @dbmpkotabdg https://t.co/1Een77NsSc;NotKR
RT @KecSukasari: Giat bersih @KelurahanIsola jl Sern Badjuri @ridwankamil @OdedMD @PemumBdg @DiskominfoBdg @dbmpkotabdg https://t.co/1Een77…;NotKR
RT @KecSukasari: Giat bersih @KelurahanIsola jl Sern Badjuri @ridwankamil @OdedMD @PemumBdg @DiskominfoBdg @dbmpkotabdg https://t.co/1Een77…;NotKR
"RT @sketsagram: @MurniRosa @ridwankamil garis sketsanya masih dapet, ditambah begronnya seorang arsitek &amp; obyeknya pas: bangunan :)";NotKR
@ridwankamil @OdedMD @PemumBdg @keclengkong kegiatan rutin tp pkk kel.paledang kec.lengkong januari 2016 https://t.co/V5yOpehJTJ;NotKR
@pdamtirtawening maaf apakah di @pdamtirtawening ada lowongan pekerjaan ? Kmrn sy coba mskn lwt srt tp katanya sudah tidak mnrma yg manual.;NotKR
@pdamtirtawening mksh infonya pak,semoga jalur air PDAM di Margacinta kel margasari kec buah batu-bandung,bisa di perbaiki.cc:@ridwankamil;NotKR
(19/01) Pukul 15.15 Penghimbauan thd PKL di Jl kawasan https://t.co/m4AZA9o94O. Martadinata @Satpolppbdg. https://t.co/oBZ8rWuNL6;NotKR
RT @MojangPolppBDG: (19/01) Pukul 15.15 Penghimbauan thd PKL di Jl kawasan https://t.co/m4AZA9o94O. Martadinata @Satpolppbdg. https://t.co/…;NotKR
@dbmpkotabdg barangkali berminat dgn info ini..? Jl setiabudhi, depan secapa AD sblm belokan ke gerlong girang. https://t.co/0piRk4VscO;NotKR
@ridwankamil Kang Emil, tmn saya nanya, kalau vcd film taiwan meteor garden dibuang juga atau enggak yah? https://t.co/eGpTmrd8oh;NotKR
RT @KecSukasari: Giat bersih @KelurahanIsola jl Sern Badjuri @ridwankamil @OdedMD @PemumBdg @DiskominfoBdg @dbmpkotabdg https://t.co/1Een77…;NotKR
@dbmpkotabdg @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg pa punten di jl. Sukahaji + komp. Setrasari meni kalewat wae. Diantos pisan.;NotKR
@BudakBandung11 @ridwankamil @DiskominfoBdg info dr petugas kami PJU jl Sukahaji menyala kang, bisa diinfokan alamat lengkapnya?;NotKR
RT @dbmpkotabdg: @kabaribun @meynaaaaar @Relawan_Damkar @ridwankamil @Rescue_Damkar @BellaBhakti hujan besar dr td siang di hulu sungai kang;NotKR
RT @dbmpkotabdg: @kabaribun @meynaaaaar @Relawan_Damkar @ridwankamil @Rescue_Damkar @BellaBhakti hujan besar dr td siang di hulu sungai kang;NotKR
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;NotKR
@AkuPatahHati @basuki_btp @ridwankamil  siapapun agma suku gak menghalangi hd oe mimpin yg penting bisa membawa negri ini lebih baik n aman;NotKR
RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 21.15 Pasukan Katak, pemompaan banjir jl Cingised https://t.co/YyHjhy9HTI;NotKR
@bkdkotabandung min, adakah info sk 100% cpns formasi 2014 kapan keluarnya? ??;NotKR
RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 21.15 Pasukan Katak, pemompaan banjir jl Cingised https://t.co/YyHjhy9HTI;NotKR
